"id","url","summary","description","type","priority","status","resolution","created","resolved","labels","versions","fixversions","comments"
848,"https://gitlab.com/graphviz/graphviz/-/issues/848","[Dot] dotty and dot aborts on a graph","Ported Issue from Mantis
Original ID: 1369
Reported By: Gabor Drasny

SEVERITY: MAJOR
Submitted: 2008-07-29 20:13:59

OS: X86-LINUX-2.6.24-GENTOO-R8

VERSION: 2.20.2
## DESCRIPTION

<br>

Dot & dotty aborts when run on the attached graph.
<CD>
$ dot -Tps dottybug.dot
Warning: node 'N5', graph 'G' size too small for label
Warning: node 'N13', graph 'G' size too small for label
Warning: node 'N19', graph 'G' size too small for label
Warning: node 'N25', graph 'G' size too small for label
Warning: node 'N30', graph 'G' size too small for label
Warning: node 'N35', graph 'G' size too small for label
Warning: node 'N42', graph 'G' size too small for label
Warning: node 'N49', graph 'G' size too small for label
Warning: node 'N52', graph 'G' size too small for label
Warning: node 'N55', graph 'G' size too small for label
Warning: node 'N58', graph 'G' size too small for label
Warning: node 'N60', graph 'G' size too small for label
Warning: node 'N66', graph 'G' size too small for label
Warning: node 'N75', graph 'G' size too small for label
Warning: node 'N81', graph 'G' size too small for label
Aborted
</CD>
## ADDITIONAL INFORMATION

[erg] The abort is due to trying to attached a taillabel
to a non-existent splines. Basically, edges are being
lost when concentrate=true. <A HREF=""b1403a.dot"">Here</A>
is a simpler input triggering the bug.",NULL,NULL,"closed",NULL,"2016-07-04 00:03:31-04","2022-07-15 00:03:33.684-04","[]","[]","[]","[]"
849,"https://gitlab.com/graphviz/graphviz/-/issues/849","[Dot] Crash in dot when using ""corner"" ports.","Ported Issue from Mantis
Original ID: 1367
Reported By: Aleksey Nogin

SEVERITY: CRITICAL
Submitted: 2008-07-28 22:49:51

OS: X86-LINUX-RHEL 5.2

VERSION: 2.21.20080727.0445
## DESCRIPTION

<br>

The following crashes dot.
<CD>

```
Program received signal SIGSEGV, Segmentation fault.
[Switching to Thread -1208367424 (LWP 27778)]
makeFlatEnd (sp=0xbfdfa8b8, P=0x85c9348, n=0x8599b58, e=0x8599cd0, endp=0xbfdf5e5c, isBegin=0 '\0')
    at dotsplines.c:982
982         b.UR.y = endp->boxes[endp->boxn - 1].UR.y;
(gdb) bt
#0  makeFlatEnd (sp=0xbfdfa8b8, P=0x85c9348, n=0x8599b58, e=0x8599cd0, endp=0xbfdf5e5c, isBegin=0 '\0')
    at dotsplines.c:982
#1  0x00ed71de in make_flat_edge (sp=0xbfdfa8b8, P=0x85c9348, edges=0x85cac00, ind=1, cnt=1, et=8)
    at dotsplines.c:1217
#2  0x00ed5c52 in _dot_splines (g=0x85986f8, normalize=1) at dotsplines.c:393
#3  0x00eca9d6 in dot_layout (g=0x85986f8) at dotinit.c:212
#4  0x0030be18 in gvLayoutJobs (gvc=0x858d428, g=0x85986f8) at gvlayout.c:69
#5  0x08048992 in main (argc=2, argv=Cannot access memory at address 0x8e
) at dot.c:180
#6  0x00ae6dec in __libc_start_main () from /lib/libc.so.6
#7  0x08048801 in _start ()
```

</CD>
## STEPS TO REPRODUCE

```

strict digraph G {
   edge [constraint = false];
   Node1 -> Node2; Node1:sw -> Node3:ne;
};

```
## ADDITIONAL INFORMATION

If I use ""s"" in place of ""sw"" _or_ ""n"" in place of ""ne"", it does not
crash. This might be related to bugs 1370, 1372.

[erg] Works okay in 2.12.
",NULL,NULL,"closed",NULL,"2016-07-04 00:03:47-04",NULL,"[]","[]","[]","[]"
850,"https://gitlab.com/graphviz/graphviz/-/issues/850","[Output Generation] Unsophisticated fig output is hard to postprocess","Ported Issue from Mantis
Original ID: 1359
Reported By: Gabor Kiss

SEVERITY: MINOR
Submitted: 2008-07-23 10:17:37

OS: _-_-

VERSION: 2.8
## DESCRIPTION

<br>

I found that FIG files generated by GraphViz are too simple.
It is hard to modify them by hand.
<br>

The most serious problem is that all graphic elements are on
layer 0 (the very topmost one).
Users has no chance to put anything _over_ the graph.
<br>

Another difficulty is that node shapes are on the
_same_ layer as node labels. XFig does not guarantee drawing
order of object on the same layer. If I move a node half an inch
away it may occur that text becames invisible because filled
rectangle gets drawed on the top of it.
<br>

So it would be advisable using at least 3 layers.
E.g. layer 62 for node shapes, layer 61 for node labels
and layer 60 or 63 for edges (depending on you can see them
over or below the nodes.)
<br>

It would be useful to glue node shape and text into a composite
object.
<br>

No need to _draw_ black filled rectangles at the end of directed
edges. FIG has built in arrow attribute for lines. Using arrow
feature allow use to modify edges easier.
## ADDITIONAL INFORMATION

[north] Since _you_ have a lot of expertise in _fig_ which we
do not have in our group, and it is not difficult to change
the printfs() in the fig generator, found in
 plugin/core/gvrender_core_fig.c
Please can you send us the source code for your
proposed improvements?  Otherwise I am afraid it
will not be done. 

[ellson] You are using a very old version of graphviz. I'm not sure if it will be what you want, but there is more use of FIG layers
in recent versions of graphviz.   Please try graphviz-2.20.2. 

[kissg] Unfortunately Debian stable distribution contains this.
If I have some spare time I try to build a binary package
from testing/unstable source.

[kissg] Done.
Background and graph edges already on separate layers.
However node boxes and text are on the same depth. (This is not bullet
proof.)
And user can not put any object yet over the picture yet because the
topmost layers (0-2) are used.
The other problems are unsolved too.

This weekend I try to modify the code in order to get a
bit reasonable output.",NULL,NULL,"closed",NULL,"2016-07-04 00:04:04-04","2023-01-27 00:01:18.971-05","[]","[]","[]","[]"
851,"https://gitlab.com/graphviz/graphviz/-/issues/851","[Build/Install] -lperl calculation in configure is not right for some perl builds","Ported Issue from Mantis
Original ID: 1353
Reported By: Warren Dodge

SEVERITY: MAJOR
Submitted: 2008-07-12 00:37:30

OS: X86-IRIX-2.6

VERSION: 2.20.2
## DESCRIPTION

<br>

In configure at line 27111
<CD>
          PERL_ARCHLIB=`$PERL -e 'use Config; print $Config{archlib};'`
          PERL_INCLUDES=-I$PERL_ARCHLIB/CORE
          PERL_LIBS=""-L$PERL_ARCHLIB/CORE -lperl""
</CD>
<br>

You assume the library name is perl. I have to change th ename when I build perl so I don't
conflict with another package we use.
<br>

It seems you should use the Config array and get the ""libperl"" entry and sed it from libperlxxx.so to perlxxx
<br>
## ADDITIONAL INFORMATION

[ellson] Perhaps you could provide a patch for this obscure situation?

On my system, the perl lib is in:
<CD>
   /usr/lib64/perl5/5.10.0/x86_64-linux-thread-multi/CORE/libperl.so
</CD>

Why would you rename the library, instead of just creating a local perl version with its own directories? 

[warren]
Well patching isn't my expertise but I can give you the code that would
work. It may not be the simplest/cleanest way to do it.

<CD>
PERL_LIB=`$PERL -e 'use Config; $a= $Config{libperl};$a=~s/lib(.+)\.so/$1/; print $a;'`
PERL_LIBS=""-L$PERL_ARCHLIB/CORE -l$PERL_LIB""
</CD>

Why rename the lib? First the problem was a few years ago. That is when
I began to uniqify my perl library name. So the exact reason I really
don't remember. It had to do with a vendors product including their own
real old version to support their app. I am guessing when we used our
perl scripts, using a much newer perl, and mixed in library calls into
there application yjrough a perl module things got confused. Probably
the PATH or LD_LIBRARY_PATH could not be set to satisfy both things.

Why build my own perl? We have many users who all have a local
workstation. Managing the perl modules and updates on that many would be
insane. We have a single copy that they nfs mount. This give a single
point of updating for all and makes my life and theirs much nicer.

Also getting the IT department to let us modify the machines is near
impossible. The just don't understand engineers. or maybe they do:>)

[ellson] Sorry, can't use that.   Shared libraries do not have a .so extension on all platforms.

You could of course use it as a local patch.",NULL,NULL,"closed",NULL,"2016-07-04 00:04:20-04","2021-05-29 00:00:04.995-04","[]","[]","[]","[]"
852,"https://gitlab.com/graphviz/graphviz/-/issues/852","[Neato] INT_MAX exceeded","Ported Issue from Mantis
Original ID: 1350
Reported By: Etienne Magro

SEVERITY: MAJOR
Submitted: 2008-07-02 09:51:15

OS: X86-LINUX-DEBIAN 4.0 KERNEL 2.6.

VERSION: 2.18
## DESCRIPTION

<br>

I have a ""big"" dot-file (about 50000 edges) and when I run this command :
$ neato -Tjpg graph7-52600.dot -o graph7-52600-neato.jpg &
The program stops some minutes after with a empty output file and this error :
gd warning: product of memory allocation multiplication would exceed INT_MAX, failing operation gracefully
## ADDITIONAL INFORMATION

I know that there are very many edges, but in some weeks, I will have very bigger dot-file with about 1.000.000 edges.
So if you can fix it, it will be very helpful for me !
I think it is because my computer is a 32-bit one and I have too many nodes/edges for the int type.
Maybe (I am not sure) replacing the wrong int by long could help.
<additional_information><![CDATA[
[erg]
Sorry, the problem is not (directly) in the size of your graph but in the size of the final image being produced.
It would appear that your final image would require more than 2^32 bytes.

Graphviz relies on libgd to produce jpg output. Thus, to get around this problem, you could:
- rebuild libgd on your machine to use 64 bit ints, then rebuild neato.

or
- use a non-bitmap format like postscript or SVG

or
- shrink your final drawing using the size attribute.

Try running just

  neato graph7-52600.dot > out.dot

The out.dot file will have a bb attribute indicating how large the drawing is in points.
You can then decide how much you would like to scale the drawing down, and run

  neato -n2 -T... -Gsize=...

to get the output format and size you want.",NULL,NULL,"closed",NULL,"2016-07-04 00:04:36-04","2020-10-06 00:00:00.143-04","[]","[]","[]","[]"
853,"https://gitlab.com/graphviz/graphviz/-/issues/853","[Dot] Crash with DIA output on WIndows","Ported Issue from Mantis
Original ID: 1347
Reported By: Orlando J. P. Jr.

SEVERITY: MAJOR
Submitted: 2008-06-25 17:50:36

OS: X86-WINDOWS-

VERSION: 2.19
## DESCRIPTION

<br>

When I tried to build a "".dot"" file to "".dia"" file, using Graphviz (graphviz-2.19.20080616.0445.exe), I got the following error:
<CD>
Activated plugin library: gvplugin_pango.dll
Using textlayout: textlayout:cairo
Activated plugin library: gvplugin_dot_layout.dll
Using layout: dot:dot_layout
Using device: dia:cg
The plugin configuration file:
        C:\Arquivos de programas\Graphviz2.19\Bin\config
                was successfully loaded.
    render      :  cairo dot fig gd map ps svg tk vml vrml xdot
    layout      :  circo dot fdp neato nop nop1 nop2 twopi
    textlayout  :  textlayout
    device      :  canon cmap cmapx cmapx_np dia dot eps fig gd gd2 gif hpgl ima
p imap_np ismap jpe jpeg jpg mif mp pcl pdf pic plain plain-ext png ps ps2 svg s
vgz tk vml vmlz vrml vtx wbmp xdot
    loadimage   :  (lib) gd gd2 gif jpe jpeg jpg png ps svg
fontname: ""Times-Roman"" resolved to: (ps) ""Times New Roman 13.9990234375""
fontname: ""Palatino-Italic"" resolved to: (ps) ""Palatino Linotype Italic 24""
network simplex: 5 nodes 6 edges 0 iter 0.00 sec
mincross: pass 0 iter 0 trying 0 cur_cross 1 best_cross 1
mincross: pass 0 iter 1 trying 1 cur_cross 1 best_cross 1
mincross: pass 0 iter 2 trying 0 cur_cross 0 best_cross 0
mincross test123: 0 crossings, 0.00 secs.
network simplex: 35 nodes 48 edges 11 iter 0.00 sec
routesplines: 7 edges, 43 boxes 0.00 sec
Using device: dia:cg
Error: Error opening compressed output file
</CD>
The file a.dia was created, but empty.
<br>

The command was:
<CD>
dot -Tdia -o c:\temp\a\a.dia -v c:\temp\a\a.dot
</CD>
<br>

But when I tried using "".gif"" (dot -Tgif -o c:\temp\a\a.gif -v c:\temp\a\a.dot) I got success.
## STEPS TO REPRODUCE

digraph test123 {
               a -> b -> c;
               a -> {x y};
               b [shape=box];
               c [label=""hello\nworld"",color=green,fontsize=24,
                    fontname=""Palatino-Italic"",fontcolor=red,style=filled];
               a -> z [label=""hi"", weight=100];
               x -> z [label=""multi-line\nlabel""];
               edge [style=dashed,color=red];
               b -> y;
               {rank=same; b x}
       }",NULL,NULL,"closed",NULL,"2016-07-04 00:04:52-04","2021-05-07 00:05:19.201-04","[]","[]","[]","[]"
854,"https://gitlab.com/graphviz/graphviz/-/issues/854","[Build/Install] Can't compile on HP-UX","Ported Issue from Mantis
Original ID: 1345
Reported By: Brian Bukowski

SEVERITY: CRITICAL
Submitted: 2008-06-20 18:34:26

OS: OTHER-OTHER-

VERSION: 2.18
## DESCRIPTION

<br>

We're attempting to compile Graphviz 2.18 on a HP-UX server for use with
Confluence wiki software.  The server is using gcc 3.4.3 to compile.
After running a ./configure command, and attempting to compile, a number
of error messages appear:
<br>

<CD>
No suffix list.
        make  all-recursive
No suffix list.
Making all in libltdl
        make  all-am
        /bin/sh ./libtool --tag=CC    --mode=compile cc -DHAVE_CONFIG_H -I.       -c -o ltdl.lo ltdl.c
 cc -DHAVE_CONFIG_H -I. -c ltdl.c  -DPIC -o .libs/ltdl.o
(Bundled) cc: ""ltdl.c"", line 1982: error 1000: Unexpected symbol: ""loader_data"".
(Bundled) cc: ""ltdl.c"", line 2028: error 1000: Unexpected symbol: ""loader_data"".
(Bundled) cc: ""ltdl.c"", line 2027: error 1705: Function prototypes are an ANSI feature.
(Bundled) cc: ""ltdl.c"", line 2031: error 1588: ""lists"" undefined.
(Bundled) cc: ""ltdl.c"", line 2032: error 1764: declarations as statements allowed only with ansi_extend option.
(Bundled) cc: ""ltdl.c"", line 2035: error 1549: Modifiable lvalue required for assignment operator.
(Bundled) cc: ""ltdl.c"", line 2037: error 1558: The ! operator takes a scalar operand.
(Bundled) cc: ""ltdl.c"", line 2052: error 1564: Expression in while must be scalar.
(Bundled) cc: ""ltdl.c"", line 2054: error 1532: Reference through a non-pointer.
(Bundled) cc: ""ltdl.c"", line 2054: error 1600: Type clash on initialization.
(Bundled) cc: ""ltdl.c"", line 2060: error 1588: ""module"" undefined.
(Bundled) cc: ""ltdl.c"", line 2060: error 1549: Modifiable lvalue required for assignment operator.
(Bundled) cc: ""ltdl.c"", line 2066: error 1532: Reference through a non-pointer.
(Bundled) cc: ""ltdl.c"", line 2066: error 1549: Modifiable lvalue required for assignment operator.
(Bundled) cc: ""ltdl.c"", line 2073: error 1588: ""module"" undefined.
(Bundled) cc: ""ltdl.c"", line 2078: error 1000: Unexpected symbol: ""loader_data"".
(Bundled) cc: ""ltdl.c"", line 2077: error 1705: Function prototypes are an ANSI feature.
(Bundled) cc: ""ltdl.c"", line 2079: error 1573: Type of ""module"" is undefined due to an illegal declaration.
(Bundled) cc: ""ltdl.c"", line 2082: error 1549: Modifiable lvalue required for assignment operator.
(Bundled) cc: ""ltdl.c"", line 2088: error 1000: Unexpected symbol: ""loader_data"".
(Bundled) cc: ""ltdl.c"", line 2087: error 1705: Function prototypes are an ANSI feature.
(Bundled) cc: ""ltdl.c"", line 2089: error 1573: Type of ""module"" is undefined due to an illegal declaration.
(Bundled) cc: ""ltdl.c"", line 2092: error 1588: ""syms"" undefined.
(Bundled) cc: ""ltdl.c"", line 2092: error 1527: Incompatible types in cast: Must cast from scalar to scalar or to void type.
(Bundled) cc: ""ltdl.c"", line 2092: error 1549: Modifiable lvalue required for assignment operator.
(Bundled) cc: ""ltdl.c"", line 2094: error 1560: Modifiable lvalue required with operator ""++"".
(Bundled) cc: ""ltdl.c"", line 2094: error 1561: Increment and decrement operators take scalar operand.
(Bundled) cc: ""ltdl.c"", line 2095: error 1532: Reference through a non-pointer.
(Bundled) cc: ""ltdl.c"", line 2095: error 1564: Expression in while must be scalar.
(Bundled) cc: ""ltdl.c"", line 2097: error 1532: Reference through a non-pointer.
(Bundled) cc: ""ltdl.c"", line 2099: error 1532: Reference through a non-pointer.
(Bundled) cc: ""ltdl.c"", line 2102: error 1560: Modifiable lvalue required with operator ""++"".
(Bundled) cc: ""ltdl.c"", line 2102: error 1561: Increment and decrement operators take scalar operand.
**\* Error exit code 1
<br>

Stop.
**\* Error exit code 1
<br>

Stop.
**\* Error exit code 1
<br>

Stop.
**\* Error exit code 1
<br>

Stop.
</CD>
<br>

<br>

Any help would be greatly appreciated.  Thanks.
## ADDITIONAL INFORMATION

[ellson] The only help I can offer is to suggest that this is a libtool problem.    First check that you
have a recent libtool installed, then if the problem still exists, report the problem to them.

   http://www.gnu.org/software/libtool/

Are you positive you are using gcc and not an HP compiler?   I'm wondering about the ""cc""
in the libtool generated commands, and the ANSI complaints...  Check what compiler was
found in config.log.  Graphviz tries to use platform cc when available, but perhaps in this
case the use of gcc needs to be forced with:
<CD>
   ./configure CC=gcc
</CD>

[ellson] 
Brian is having problems compiling ltdl.c, not linking, and I don't think he is even using gcc

<CD>
   /bin/sh ./libtool --tag=CC    --mode=compile cc -DHAVE_CONFIG_H -I.       -c -o ltdl.lo ltdl.c
</CD>

Libtool is used as a wrapper to CC so it can add the right -fPIC, or whatever, magic
for the current compiler/platform to generate objects for use in shared libraries.

ltdl.c is code, supplied by libtool,  that we use in graphviz to dynamically load plugins.

[ellson] 

> Unfortunately gcc is the only C compiler that we have access to.  Have there been successful builds using gcc?  If so, is there any way I can acquire the plugin to do this? 
> Can you send your config.log

Also, try:

<CD>
   gcc --version
   cc --version
</CD>

just to be sure

Graphviz development builds are done using gcc, but we also build with Intel's icc and SGI's cc and Microsofts' Visual_C.

We build graphviz nightly on centos-4 using gcc-3.4.6  through to Fedora-Rawhide using gcc-4.3.1

Until about a month ago it was building nightly on Redhat-7 using gcc-2.9.6.  That system was just too old to support anymore
and was breaking for reasons unrelated to gcc.",NULL,NULL,"closed",NULL,"2016-07-04 00:05:08-04","2020-10-08 00:06:15.533-04","[]","[]","[]","[]"
855,"https://gitlab.com/graphviz/graphviz/-/issues/855","[Dot] abort when using rank=same","Ported Issue from Mantis
Original ID: 1339
Reported By: Tuomo Takkula

SEVERITY: MAJOR
Submitted: 2008-06-05 14:59:40

OS: X86-LINUX-2.6.18 DEBIAN

VERSION: 2.18
## DESCRIPTION

<br>

dot aborts on the file below. It does not if the ""rank = same"" instructions
are not present.
## ADDITIONAL INFORMATION

[erg] dot aborts in shortest.c, line 310. The problem is
with flat edges.

Removing the first node of the first subgraph and rank=same from
the second removes the error. If one removes the first node from
the first subgraph, and all but the last 2 from the second, the
abort then reverts to our old friend init_rank.",NULL,NULL,"closed",NULL,"2016-07-04 00:05:24-04","2021-03-21 00:09:38.857-04","[]","[]","[]","[]"
856,"https://gitlab.com/graphviz/graphviz/-/issues/856","[Dot] Different pdf from same source in Linux and XP","Ported Issue from Mantis
Original ID: 1338
Reported By: Peter Landgren

SEVERITY: MAJOR
Submitted: 2008-06-03 18:54:27

OS: _-_-

VERSION: 2.19
## DESCRIPTION

<br>

With this dot-file I get a correct pdf file in 
<A HREF=""b1371a.pdf"">Linux (2.6.24)</A>,
but in Windows XP SP2, I get the same file filled with scattered images.
I supply the images 
<A HREF=""b1371.png"">p1.png</A> and
<A HREF=""b1371a.png"">p2.png</A>,
and the pdf files as well as the dot.
",NULL,NULL,"closed",NULL,"2016-07-04 00:05:40-04","2020-06-08 00:03:08.353-04","[]","[]","[]","[]"
857,"https://gitlab.com/graphviz/graphviz/-/issues/857","[Dot] dot crash processing ranksame + cluster","Ported Issue from Mantis
Original ID: 1337
Reported By: Mycroft Holmes

SEVERITY: MAJOR
Submitted: 2008-06-03 13:57:12

OS: X86-OSX-10.5.3

VERSION: 2.19.20080516.0445
## DESCRIPTION

<br>

This makes dot crash (sometimes immediately, sometimes after a while):
note that the graph is planar (so it has a valid layout).
<br>

<br>

<CD>
digraph expression0 {
compound= true;
x; z;
subgraph cluster1 {a; b -> c; }
{ rank = same; c; a; }
}
</CD>
<br>

<br>

note also that if you move the ""ranksame"" directive inside the cluster, it works.
also dot prints the following diagnostic message:
<br>

<CD>
Warning: a was already in a rankset, ignored in cluster expression0
Warning: c was already in a rankset, ignored in cluster expression0
</CD>
<br>

This makes me think dot is ignoring the declaration of nodes a and c in the cluster and it's
trying to define them in the main graph, so when it processes the link b->c it goes in
access violation because c does not exist in its data structure.
as a cross proof, this works:
<br>

subgraph cluster1 { a; b -> d; c; }
<br>

a and c are somehow incorrectly removed from the cluster (but in the picture, they are in!);
since there's no edge that touches them, dot does not crash.
<br>

(I also deduce that the ranksame declaration CAN be positioned outside the subgraph)
<br>

<br>

<br>

Finally note that this variation:
<CD>
digraph expression0 {
compound= true;
x; z;
subgraph cluster1 { a; b -> d; c; }
{ rank = same; c; a; x; d; }
}
</CD>
<br>

does not crash, but the result is incorrect (it shows X Z C B A above and D below, it should be
B above and A C X D below -- Z is free)
<br>

<br>

please, contact me as needed
MH
## STEPS TO REPRODUCE

digraph expression0 {
compound= true;
x; z;
subgraph cluster1 { a; b -> c; }
{ rank = same; c; a; }
}",NULL,NULL,"closed",NULL,"2016-07-04 00:05:56-04","2022-06-18 00:01:11.627-04","[]","[]","[]","[]"
858,"https://gitlab.com/graphviz/graphviz/-/issues/858","[Dot] Crash with specific file","Ported Issue from Mantis
Original ID: 1336
Reported By: Fedor Tyurin

SEVERITY: MINOR
Submitted: 2008-06-03 13:05:53

OS: X86-LINUX-UBUNTU 7.04

VERSION: 2.8 (WED DEC 20 14:50:18 UTC 2006)
## DESCRIPTION

<br>

dot utility crashes, when it is used in the following command line
`dot -v -Tps -o treenodes.ps treenodes.dot`
<br>

output is the following:
<CD>

```
Activated plugin library: libgvplugin_pango.so.5
Using textlayout: textlayout:cairo
Activated plugin library: libgvplugin_dot_layout.so.5
Using layout: dot:dot_layout
Activated plugin library: libgvplugin_core.so.5
Using render: ps:core
Using device: ps:ps:core
The plugin configuration file:
        /usr/local/lib/graphviz/config
                was successfully loaded.
    render      :  cairo dot fig gd map ps svg vml vrml xdot
    layout      :  circo dot fdp neato nop nop1 nop2 twopi
    textlayout  :  textlayout
    device      :  bmp canon cmap cmapx cmapx_np dia dot fig gd gd2 gif gtk hpgl ico imap imap_np ismap jpe jpeg jpg mif mp pcl pdf pic plain plain-ext png ps ps2 svg svgz tif tiff vml vmlz vrml vtx wbmp xdot xlib
    loadimage   :  (lib) gd gd2 gif jpe jpeg jpg png ps
dot: fontname ""Times-Roman"" resolved to: ""DejaVu Serif, Book"" /var/lib/defoma/fontconfig.d/D/DejaVu-Serif.ttf
network simplex: 100 200 300 400 500 600 700 800 900 1000
network simplex: 1100 1200 1300 1400 1500
network simplex: 22157 nodes 26365 edges 1556 iter 1.87 sec
network simplex: 3 nodes 2 edges 0 iter 0.00 sec
network simplex: 4 nodes 3 edges 0 iter 0.00 sec
network simplex: 4 nodes 3 edges 0 iter 0.00 sec
network simplex: 1 nodes 0 edges 0 iter 0.00 sec
network simplex: 4 nodes 3 edges 0 iter 0.00 sec
Segmentation fault (core dumped)
```

</CD>
## ADDITIONAL INFORMATION

dotty does not work
tried on 2 computers

[erg] Stack overflow in search_component. See bug 920 and others.
",NULL,NULL,"closed",NULL,"2016-07-04 00:06:13-04",NULL,"[]","[]","[]","[]"
859,"https://gitlab.com/graphviz/graphviz/-/issues/859","[Build/Install] gv_php_init.cpp doesn't build with php-5.2.6.","Ported Issue from Mantis
Original ID: 1330
Reported By: Pawel

SEVERITY: MAJOR
Submitted: 2008-05-23 13:08:13

OS: X86-LINUX-

VERSION: 2.18
## DESCRIPTION

<br>

<CD>
(...)
gv_php_init.cpp: In function 'size_t gv_php_writer(const char*, int)':
gv_php_init.cpp:9: error: 'tsrm_ls' was not declared in this scope
(...)
<br>

the .cpp source expands to:
<br>

(...)
static size_t gv_php_writer (const char *s, int len)
{
 return php_body_write((s), (len) , tsrm_ls);
                                    ^^^^^^^ this is undeclared here.
}
(...)
</CD>
## ADDITIONAL INFORMATION

[ellson] At first glance, this bug seems to belong to php; or possibly to swig but php is the one that
has changed, so I suggest reporting it to them first.

I don't have php-5.2.6 yet on Rawhide, so I can't test. It works fine with php-5.2.5-7.",NULL,NULL,"closed",NULL,"2016-07-04 00:06:29-04","2020-07-03 00:00:07.998-04","[]","[]","[]","[]"
860,"https://gitlab.com/graphviz/graphviz/-/issues/860","[Build/Install] libtool: unknown option character `e' in: -exported_symbol","Ported Issue from Mantis
Original ID: 1328
Reported By: Ryan Schmidt9

SEVERITY: MAJOR
Submitted: 2008-05-21 04:42:38

OS: X86-OSX-10.4.11

VERSION: 2.19.20080520.1309
## DESCRIPTION

<br>

Using Xcode 2.5 (gcc 4.0.1):
<br>

<br>

<CD>
/usr/bin/gcc-4.0 -dynamiclib ${wl}-undefined ${wl}dynamic_lookup -o .libs/libgvplugin_core.5.0.0.dylib  .libs/gvplugin_core.o .libs/gvrender_core_dot.o .libs/gvrender_core_fig.o .libs/gvrender_core_map.o .libs/gvrender_core_ps.o .libs/gvrender_core_svg.o .libs/gvrender_core_tk.o .libs/gvrender_core_vml.o .libs/gvloadimage_core.o  -L/opt/local/lib ../../lib/gvc/.libs/libgvc.dylib /opt/local/var/macports/build/_Users_rschmidt_macports_dports_graphics_graphviz-devel/work/graphviz-2.19.20080520.1309/lib/graph/.libs/libgraph.dylib /opt/local/var/macports/build/_Users_rschmidt_macports_dports_graphics_graphviz-devel/work/graphviz-2.19.20080520.1309/lib/cdt/.libs/libcdt.dylib /opt/local/var/macports/build/_Users_rschmidt_macports_dports_graphics_graphviz-devel/work/graphviz-2.19.20080520.1309/lib/pathplan/.libs/libpathplan.dylib /opt/local/lib/libexpat.dylib /opt/local/lib/libltdl.dylib /opt/local/lib/libz.dylib ../../lib/graph/.libs/libgraph.dylib ../../lib/cdt/.libs/libcdt.dylib  
 -Wl,-exported_symbol -Wl,_gvplugin_core_LTX_library -install_name  /opt/local/lib/graphviz/libgvplugin_core.5.dylib -Wl,-compatibility_version -Wl,6 -Wl,-current_version -Wl,6.0
/usr/bin/libtool: unknown option character `e' in: -exported_symbol
Usage: /usr/bin/libtool -static [-] file [...] [-filelist listfile[,dirname]] [-arch_only arch] [-sacLT]
Usage: /usr/bin/libtool -dynamic [-] file [...] [-filelist listfile[,dirname]] [-arch_only arch] [-o output] [-install_name name] [-compatibility_version #] [-current_version #] [-seg1addr 0x#] [-segs_read_only_addr 0x#] [-segs_read_write_addr 0x#] [-seg_addr_table <filename>] [-seg_addr_table_filename <file_system_path>] [-all_load] [-noall_load]
make[3]: **\* [libgvplugin_core.la] Error 1
make[2]: **\* [all-recursive] Error 1
make[1]: **\* [all-recursive] Error 1
make: **\* [all] Error 2
<br>

Error: Status 1 encountered during processing.
</CD>
## ADDITIONAL INFORMATION

[glenlow] I've added an exported_symbol flag to the ld invocation on Mac OS X in order to improve dead stripping and also prevent namespace collision when the binary plugins are used together with whatever installed pango, cairo etc. packages exist on the system. However as Emden pointed out, this flag doesn't work before Leopard. I've asked John to write some autoconfig magic to fix up the configure to detect this, and I'll use that to add or not add the flag to the plugin builds.

For now you can search for exported_symbol in the plugin Makefiles and edit it out manually.",NULL,NULL,"closed",NULL,"2016-07-04 00:06:44-04","2021-05-29 00:06:25.174-04","[]","[]","[]","[]"
861,"https://gitlab.com/graphviz/graphviz/-/issues/861","[Dot] Bus error from flat edges in mincross","Ported Issue from Mantis
Original ID: 1327
Reported By: Jefim

SEVERITY: MAJOR
Submitted: 2008-05-19 10:46:38

OS: X86-LINUX-UBUNTU 7.04

VERSION: 2.19
## DESCRIPTION

<br>

cant load graph to display in dotty
versions:
<CD>
dotty version 96c (09-24-96)
lefty version 10 Mar 2005
graphviz version 2.8 (Wed Dec 20 14:50:18 UTC 2006)
</CD>
## ADDITIONAL INFORMATION

pls tell me if there is something wrong with the dotty file attached or this is the problem in the dotty software

[erg] This is actually an error in dot during mincross.

This is a bug which we have to fix, but it is related to the many flat edges in your graph, induced by setting
constraint=false in most of your edges. Is this the effect you really want? If not, removing the constraint=false
attributes should allow the graph to be laid out.",NULL,NULL,"closed",NULL,"2016-07-04 00:07:00-04","2021-03-21 00:00:02.346-04","[]","[]","[]","[]"
