"id","version","addedelements","removedelements","description"
2102,"2.49.1","{lib/expr/exparse.h}","{lib/expr/exparse.h}","We currently do not have any build using MinGW on Windows. This makes it very cumbersome to make changes that affect such builds. This issue suggests that we add at least one such build using autotools and/or cmake.

References: #1940, !1739, !1760."
1785,"2.49.3","{lib/circogen/block.c,cmd/gvmap/power.h,lib/circogen/block.h,lib/fdpgen/fdp.h,cmd/tools/convert.h}","{lib/circogen/block.c,cmd/gvmap/power.h,lib/circogen/block.h,lib/fdpgen/fdp.h,cmd/tools/convert.h}","[I'm the libc++ maintainer]

I was trying to build Graphviz using the latest version of libc++ (the C++ Standard Library shipped with the Clang compiler, and used on Apple platforms), and I noticed the following error:

```
In file included from <graphviz>/blocks.cpp:22:
In file included from <graphviz>/blocks.h:32:
In file included from <toolchain>/usr/bin/include/c++/v1/set:427:
In file included from <toolchain>/usr/bin/include/c++/v1/__tree:17:
In file included from <toolchain>/usr/bin/include/c++/v1/algorithm:644:
In file included from <toolchain>/usr/bin/include/c++/v1/functional:512:
In file included from <graphviz>/Block.h:26:
In file included from <toolchain>/usr/bin/include/c++/v1/vector:274:
<toolchain>/usr/include/c++/v1/__bit_reference:172:38: error: no member named 'min' in namespace 'std::__1'
```

The issue is that we `#include <Block.h>` from <functional>, however Graphviz contains a block.h header (which is the same as Block.h on a case insensitive FS), and they collide. This triggers some circular dependency issue in libc++, which causes the build to fail. The root cause of the issue is that by including `<Block.h>` in libc++, we're potentially conflicting with a user-provided `<Block.h>` header. It would be better if `<Block.h>` were somehow namespaced, so that we know for sure we're not including a user provided header, however that's not the reality we live in.

I suggest fixing Graphviz in one of two ways:

1. Rename your `block.h` header to something else, or
2. Avoid adding `<graphviz>/lib/vpsc` to the include paths of the compiler. Instead, add `<graphviz>/lib` and then include `<vpsc/block.h>` from your code. This will effectively namespace the block.h header from your side, making sure that we don't find it when we include `<Block.h>` from libc++.

I acknowledge this is an annoying issue and I wish we had a better way of solving it from our side in libc++, however I can't think of a good solution from our side."
1573,"2.47.2","{lib/edgepaint/lab_gamut.c}","{lib/edgepaint/lab_gamut.c}","Hi,

From what I can tell there is limited / no support for a 64bit build on windows.  I was able to modify the existing windows solutions to produce what I needed.  I failed to build the following projects (which I don't think are strictly necessary)

1. diffimg
2. gvplugin_gd
3. mingle
4. minglelib
5. smyrna

Here is my patch:

[win64.patch](/uploads/2c04aa23eceba9d94395c5235d1288f7/win64.patch)"
2160,"3.0.0","{}","{plugin/ming/gvplugin_ming.c,plugin/ming/gvrender_ming.c}","`plugin/ming/gvrender_ming.c` outputs Shockwave Flash files, using the `ming` library: http://www.libming.org/.

This format's pretty dead, with Adobe giving up support: https://www.adobe.com/au/products/flashplayer/end-of-life.html

And the output format isn't documented on https://graphviz.org/docs/outputs/.

I propose we remove this code; perhaps through a deprecation period (maybe flagging it off in a release? then removing it next release?)"
1836,"3.0.0","{plugin/poppler/gvloadimage_poppler.c}","{plugin/poppler/gvloadimage_poppler.c}","The missing tools are:
* circo
* cluster
* diffimg
* dot2gxl
* dot_builtins
* dotty
* edgepaint
* fdp
* gc
* gv2gml
* gv2gxl
* gvedit
* gvmap
* gvmap.sh
* gvpr
* gxl2dot
* lefty
* lneato
* mingle
* neato
* osage
* patchwork
* prune
* sfdp
* smyrna
* twopi
* vimdot

See also https://gitlab.com/graphviz/graphviz/-/issues/1753 which tracks the difference between CMake and MSBuild builds on Windows."
2229,"7.0.5","{lib/cgraph/itos.h}","{lib/cgraph/itos.h}","Migrating this from https://gitlab.com/graphviz/graphviz/-/merge_requests/2575#note_907097811:

> I implemented `itos` believing lifetime of an [rvalue](https://en.cppreference.com/w/c/language/value_category) like this to be the extent of the containing expression. However, your question made me delve in to try to find chapter and verse in the C standard to back this up. I realized I'm wrong and I was thinking of the equivalent scenario in C++ (which would involve what they term a [prvalue](https://en.cppreference.com/w/cpp/language/value_category#prvalue)). In C, the situation apparently differs between C99 and C11, for which there is a helpful example https://en.cppreference.com/w/c/language/lifetime.
>
> The tl;dr of this is that use of `itos` like this is unfortunately [undefined behavior](https://en.cppreference.com/w/c/language/behavior) in C99, the mode in which we compile Graphviz. We should probably look at removing `itos` and its uses, which is disappointing as I introduced it aiming to solve a number of `sprintf` problems."
1697,"6.0.1","{lib/edgepaint/lab_gamut.h}","{lib/edgepaint/lab_gamut.h}","Dear Graphviz community,

First of all, many thanks for this wonderfull tool. I am using it for many purposes and it is very easy to use, fast and efficient.
I have currently linked graphviz to a C++ program to generate graphs.
My question is the following:
The program I am writing works perfectly fine with 32 bits version. However I would also like to create a 64 bits version.

**Is there a graphviz version for windows that is 64 bits?**

Many thanks for your answers.

Regards"
1697,"7.0.1","{lib/edgepaint/lab_gamut.h}","{lib/edgepaint/lab_gamut.h}","Dear Graphviz community,

First of all, many thanks for this wonderfull tool. I am using it for many purposes and it is very easy to use, fast and efficient.
I have currently linked graphviz to a C++ program to generate graphs.
My question is the following:
The program I am writing works perfectly fine with 32 bits version. However I would also like to create a 64 bits version.

**Is there a graphviz version for windows that is 64 bits?**

Many thanks for your answers.

Regards"
1242,"7.0.6","{lib/neatogen/overlap.h,lib/neatogen/overlap.c,lib/circogen/blockpath.h,cmd/smyrna/gui/glcompui.c}","{lib/neatogen/overlap.h,lib/circogen/deglist.c,lib/neatogen/overlap.c,lib/circogen/blockpath.h,lib/sfdpgen/PriorityQueue.c,cmd/smyrna/gui/glcompui.c,lib/sfdpgen/PriorityQueue.h}","*Created by: AstralStorm*

Graphviz is aliasing system headers memory.h and malloc.h.

This causes build failures against libc different than glibc, for example with bionic.

Additionally quite a few source files include <memory.h> while they should be using the graphviz version."
1785,"5.0.0","{lib/circogen/circpos.h,cmd/gvmap/country_graph_coloring.h,cmd/smyrna/viewportcamera.h,lib/sfdpgen/sfdpinternal.h,cmd/dot/no_builtins.c,lib/dotgen/dot.h,lib/neatogen/overlap.h,lib/neatogen/voronoi.h,lib/neatogen/closest.h,lib/ast/strcopy.c,lib/edgepaint/lab_gamut.c,tclpkg/tcldot/no_builtins.c,lib/circogen/block.c,lib/neatogen/overlap.c,lib/circogen/blockpath.h,lib/neatogen/pca.h,lib/circogen/block.h,tclpkg/gv/gv_builtins.c,lib/ortho/partition.h,lib/circogen/blocktree.h,lib/fdpgen/comp.h}","{lib/circogen/circpos.h,cmd/gvmap/country_graph_coloring.h,cmd/smyrna/viewportcamera.h,lib/sfdpgen/sfdpinternal.h,cmd/dot/no_builtins.c,lib/dotgen/dot.h,lib/neatogen/overlap.h,lib/neatogen/voronoi.h,lib/neatogen/closest.h,lib/ast/strcopy.c,lib/edgepaint/lab_gamut.c,tclpkg/tcldot/no_builtins.c,lib/circogen/block.c,lib/neatogen/overlap.c,lib/circogen/blockpath.h,lib/circogen/block.h,lib/neatogen/pca.h,lib/ortho/partition.h,tclpkg/gv/gv_builtins.c,lib/circogen/blocktree.h,lib/fdpgen/comp.h}","[I'm the libc++ maintainer]

I was trying to build Graphviz using the latest version of libc++ (the C++ Standard Library shipped with the Clang compiler, and used on Apple platforms), and I noticed the following error:

```
In file included from <graphviz>/blocks.cpp:22:
In file included from <graphviz>/blocks.h:32:
In file included from <toolchain>/usr/bin/include/c++/v1/set:427:
In file included from <toolchain>/usr/bin/include/c++/v1/__tree:17:
In file included from <toolchain>/usr/bin/include/c++/v1/algorithm:644:
In file included from <toolchain>/usr/bin/include/c++/v1/functional:512:
In file included from <graphviz>/Block.h:26:
In file included from <toolchain>/usr/bin/include/c++/v1/vector:274:
<toolchain>/usr/include/c++/v1/__bit_reference:172:38: error: no member named 'min' in namespace 'std::__1'
```

The issue is that we `#include <Block.h>` from <functional>, however Graphviz contains a block.h header (which is the same as Block.h on a case insensitive FS), and they collide. This triggers some circular dependency issue in libc++, which causes the build to fail. The root cause of the issue is that by including `<Block.h>` in libc++, we're potentially conflicting with a user-provided `<Block.h>` header. It would be better if `<Block.h>` were somehow namespaced, so that we know for sure we're not including a user provided header, however that's not the reality we live in.

I suggest fixing Graphviz in one of two ways:

1. Rename your `block.h` header to something else, or
2. Avoid adding `<graphviz>/lib/vpsc` to the include paths of the compiler. Instead, add `<graphviz>/lib` and then include `<vpsc/block.h>` from your code. This will effectively namespace the block.h header from your side, making sure that we don't find it when we include `<Block.h>` from libc++.

I acknowledge this is an annoying issue and I wish we had a better way of solving it from our side in libc++, however I can't think of a good solution from our side."
2105,"2.49.0","{lib/gvpr/gdefs.h}","{windows/cmd/gvpr/gdefs.h,windows/include/gvpr/gdefs.h}","- graphviz-2.48.0.gz
- ubuntu 16.04.1
- cross-compile 4 arm64 platforms.
- arm-linux-gnu-gcc (sorry, it can not share)

""""""""my script.sh """"""

```
cd ${BUILD_PATH}
if [ ! -f ""${ROOT_PATH}/graphviz/lib/*.so"" ]; then
    rm -rf graphviz
    mkdir -p ${BUILD_PATH}/graphviz/build
    cd graphviz
    tar -zxvf ${SRC_PATH}/graphviz-2.48.0.tar.gz
    cd graphviz-*
    export CFLAGS=""-fstack-protector-all""
    export CXXFLAGS=""-fstack-protector-all"" 
    export LDFLAGS=""-Wl,-z,relro,-z,now,-z,noexecstack""
    ./autogen.sh
    ./configure \
    --datadir=""/usr/bin/automake"" \
    --prefix=${BUILD_PATH}/graphviz/build \
    --host=arm \
    CC=${CROSS_COMPILE}-gcc \
    CXX=${CROSS_COMPILE}-g++ \
    CPP=${CROSS_COMPILE}-cpp \
    --enable-shared=yes \
    --enable-perl=yes \
    --enable-static=no \
    --disable-php \
    --enable-option-checking=yes
    make -j8 && make install 
    export LDFLAGS=""""
    export CFLAGS=""""
    export CXXFLAGS=""""
    rm -rf  ${ROOT_PATH}/graphviz
    mkdir -p ${ROOT_PATH}/graphviz/include
    mkdir -p ${ROOT_PATH}/graphviz/lib
    cp -rf ${BUILD_PATH}/graphviz/build/include/* ${ROOT_PATH}/graphviz/include
    cp -rf ${BUILD_PATH}/graphviz/build/lib/lib* ${ROOT_PATH}/graphviz/lib/
fi 
```


- try to build from source code 4 arm64 paltforms, but meet errors. can U help me?

Errors: 
```
make[3]: Leaving directory '/home/abc/tmpbuild/graphviz/graphviz-2.48.0/lib/osage'
Making all in gvpr
make[3]: Entering directory '/home/abc/tmpbuild/graphviz/graphviz-2.48.0/lib/gvpr'
/opt/hisi-linux/x86-arm/arm-himix200-linux/host_bin/arm-linux-gnu-gcc ./mkdefs.c -o mkdefs
./mkdefs gdefs.h < ../../lib/gvpr/gprdata
/lib/ld-linux.so.3: No such file or directory
Makefile:1082: recipe for target 'gdefs.h' failed
make[3]: *** [gdefs.h] Error 255
make[3]: Leaving directory '/home/abc/tmpbuild/graphviz/graphviz-2.48.0/lib/gvpr'
Makefile:589: recipe for target 'all-recursive' failed
make[2]: *** [all-recursive] Error 1
make[2]: Leaving directory '/home/abc/tmpbuild/graphviz/graphviz-2.48.0/lib'
Makefile:832: recipe for target 'all-recursive' failed
make[1]: *** [all-recursive] Error 1
make[1]: Leaving directory '/home/abc/tmpbuild/graphviz/graphviz-2.48.0'
Makefile:640: recipe for target 'all' failed
make: *** [all] Error 2
```"
2058,"3.0.0","{lib/pathplan/pathgeom.h}","{lib/pathplan/pathgeom.h,lib/pack/ptest.c}","I thought I'd split off a new issue from #2057 to have a longer term discussion of what is the right way to handle symbol visibility. The remainder of this description is going to assume you have read the following:
* #205
* !1760
* #1940
* https://forum.graphviz.org/t/use-dllimport-dllexport-and-or-a-def-file-on-windows/620
* https://docs.microsoft.com/en-us/cpp/cpp/declspec?view=msvc-160
* https://docs.microsoft.com/en-us/cpp/build/exporting-from-a-dll-using-declspec-dllexport?view=msvc-160
* https://docs.microsoft.com/en-us/cpp/build/exporting-from-a-dll-using-def-files?view=msvc-160
* https://gcc.gnu.org/wiki/Visibility

So Graphviz (or really any C/C++ app+lib project) needs to manage visibility wrt linkage that is *outside* the C and C++ standards. To reiterate and stress that last part, there is currently no way to control this kind of symbol visibility with ISO standardized mechanisms.¹ Here is the ideal state for the end user, using the GCC visibility terms:

| context | symbol | visibility |
|----|----|----|
| compiling libfoo | `bar`, a symbol only used internally in libfoo | internal |
| compiling libfoo | `baz`, a symbol that is part of libfoo’s API | default | 
| compiling foo, an app that links against libfoo | `baz` | hidden |
| compiling foo | a symbol from foo itself | hidden |

There are a number of ways to control symbol visibility:
1. Command line options, e.g. `-fvisibility…`
2. GNU attributes, `__attribute((visibility(…)))`
3. MSVC `__declspec`
4. MSVC defs file

(1) is not useful for controlling symbol-by-symbol visibility. (2) is understood by GCC and Clang, but not MSVC. (3) is understood by GCC and MSVC, but not Clang.² (4) is hard to keep in sync with the source.

So essentially I think what we want to aim for is something like the following in a library’s API header:

```c
#ifdef FOO_EXPORT
#ifdef _WIN32
#define FOO_API __declspec(dllexport)
#elif defined(__GNUC__)
#define FOO_API __attibute__((visibility(""default"")))
#else
#define FOO_API /* nothing; suboptimal build with everything visible */
#endif
#else
#ifdef _WIN32
#define FOO_API __declspec(dllimport)
#elif defined(__GNUC__)
#define FOO_API __attribute__((visibility(""hidden"")))
#else
#define FOO_API /* nothing; suboptimal build with everything visible */
#endif
#endif
```

where `FOO_EXPORT` is only defined when compiling the library itself. There are some additional complications for C++,³ but for the most part I think this is it. Please comment if you think we should be moving towards something different.

CC @magjac, @compnerd_

¹ Neither `extern` nor `static` is the droid we are looking for.

² However, in practice the GCC interpretation of this is not so useful as e.g. `__declspec(dllimport)` does *not* imply `extern` as it does under MSVC.

³ As https://gcc.gnu.org/wiki/Visibility discusses, things that need RTTI typically need to be visible across SOs."
1806,"2.46.0","{lib/expr/exop.h}","{}","Creating an issue to more accurately track a discussion stemming out of !1523...

Several of the steps that generate lexers/parsers using Flex/Bison run a subsequent `sed` step to find-and-replace ""yy"" with a custom prefix. The purpose of this is to avoid symbol clashes between different generated parsers.

These `sed` steps are both fragile and over-eager (they end up replacing ""yy"" in comments etc), but they are also not necessary. At the time this code was written there was probably no other convenient way of accomplishing this. But today Flex provides [`%option prefix`](https://www.cs.virginia.edu/~cr4bd/flex-manual/Code_002dLevel-And-API-Options.html) and Bison provides [`%define api.prefix`](https://www.gnu.org/software/bison/manual/html_node/Multiple-Parsers.html) for this purpose. Moving to these would make the build more robust, remove some unnecessary intermediate files, and take us one step towards dropping `sed` as a build dependency.

Quoting my last comment from !1523:

> I attempted this and it results in quite a nice clean up: https://gitlab.com/smattr/graphviz/-/commits/064bf64e-752b-45fc-8da7-e66050fbe8b5. However, [the Windows builds fail CI](https://storage.googleapis.com/gitlab-gprd-artifacts/a4/90/a490598b42559b4746fbf724494aea3ddbf245afc71b53f49640ff8d9d53116f/2020_08_25/701692276/770923734/job.log?response-content-type=text%2Fplain%3B%20charset%3Dutf-8&response-content-disposition=inline&GoogleAccessId=gitlab-object-storage-prd@gitlab-production.iam.gserviceaccount.com&Signature=qHFyA2rslJZA63P%2FR6G34aKlFGDhqtPK24qXkOWI1fgI21RHVEz7%2FNNdg7WP%0AyXiflBcqQWrdMj80i%2FWa07RzrBxQhoSZOCBRRSAPYNn8IS8VMz7rZ4RJc3NN%0AJ34PtmsfQyNGo6YiHLz3S4EK3nf1hBV%2Fcd1zRg%2BQOwtS1GjbXJQsMuVl%2FllN%0AQYLhH6LwsI%2F28b0KREOPDLW1gPlkDImDQAQoUjmnUqsRX%2BUxYBs%2F6SqYxHgK%0AOeig%2Fhx853uR4LJEBXpTPThSTHTlyq%2FdMjPkBwokwivAT2dXqqLSpAEqbGMu%0AGYsiHF5PXnjNuGu%2FF%2B1jgQ7xk%2BvxAWQpDVK%2B0E4GRw%3D%3D&Expires=1598324058):
>
> ```
> Generating Code...
>      Creating library C:/GitLab-Runner/builds/smattr/graphviz/build/lib/cdt/Debug/cdt.lib and object C:/GitLab-Runner/builds/smattr/graphviz/build/lib/cdt/Debug/cdt.exp
>   cdt.vcxproj -> C:\GitLab-Runner\builds\smattr\graphviz\build\lib\cdt\Debug\cdt.dll
>   [BISON][Grammar] Building parser with bison 2.7
>   grammar.y:14.20-24: error: syntax error, unexpected {...}
> C:\Program Files (x86)\Microsoft Visual Studio\2019\BuildTools\MSBuild\Microsoft\VC\v160\Microsoft.CppCommon.targets(231,5): error MSB6006: ""cmd.exe"" exited with code 1. [C:\GitLab-Runner\builds\smattr\graphviz\build\lib\cgraph\cgraph.vcxproj]
> ```
>
> This confuses me because this feature was introduced in Bison 2.6 and the version of Bison we're using there claims to be 2.7. The [Bison docs](https://www.gnu.org/software/bison/manual/bison.html) indicate there have been no relevant changes to this feature since its introduction. @magjac do you have any guesses at what's going on here?"
1950,"2.47.1","{}","{plugin/core/gvrender_core_dia.c,lib/common/diagen.c,lib/common/picgen.c}","I think we should start proactively looking at replacing the use of `sprintf` with `snprintf` in the code base. `sprintf` is a common source of memory safety issues and, while I don't think it's the root cause of any of our known ones, it will likely help us avoid some pain in the future."
1543,"2.49.0","{lib/gvc/gvcontext.c}","{lib/gvc/gvcontext.c}","Hey!

First I would to say you thanks you for this amazing library.

However, I found a big memory leak when I tried to use gvContext to render a graph on a file.
```c
==18682==ERROR: LeakSanitizer: detected memory leaks

Direct leak of 3543 byte(s) in 1 object(s) allocated from:
    #0 0x7f26c1c28389 in __interceptor_malloc /build/gcc/src/gcc/libsanitizer/asan/asan_malloc_linux.cc:86
    #1 0x7f26c196199d in gmalloc (/usr/lib/libgvc.so.6+0x3799d)

Indirect leak of 143538 byte(s) in 2287 object(s) allocated from:
    #0 0x7f26c1c285a1 in __interceptor_calloc /build/gcc/src/gcc/libsanitizer/asan/asan_malloc_linux.cc:95
    #1 0x7f26c191bcee in agalloc (/usr/lib/libcgraph.so.6+0x9cee)

Indirect leak of 2952 byte(s) in 41 object(s) allocated from:
    #0 0x7f26c1c28389 in __interceptor_malloc /build/gcc/src/gcc/libsanitizer/asan/asan_malloc_linux.cc:86
    #1 0x7f26c190cc1c in dtopen (/usr/lib/libcdt.so.5+0x2c1c)

Indirect leak of 2224 byte(s) in 50 object(s) allocated from:
    #0 0x7f26c1c285a1 in __interceptor_calloc /build/gcc/src/gcc/libsanitizer/asan/asan_malloc_linux.cc:95
    #1 0x7f26c191bcee in agalloc (/usr/lib/libcgraph.so.6+0x9cee)
    #2 0x60800000019f  (<unknown module>)

Indirect leak of 168 byte(s) in 4 object(s) allocated from:
    #0 0x7f26c1c285a1 in __interceptor_calloc /build/gcc/src/gcc/libsanitizer/asan/asan_malloc_linux.cc:95
    #1 0x7f26c191bcee in agalloc (/usr/lib/libcgraph.so.6+0x9cee)
    #2 0x5592a8991e89 in test /home/test.c:12

Indirect leak of 136 byte(s) in 1 object(s) allocated from:
    #0 0x7f26c1c285a1 in __interceptor_calloc /build/gcc/src/gcc/libsanitizer/asan/asan_malloc_linux.cc:95
    #1 0x7f26c1919cd8 in agopen (/usr/lib/libcgraph.so.6+0x7cd8)
    #2 0x5592a898eb2e in test /home/test.c:136
    #3 0x42724145345064  (<unknown module>)

Indirect leak of 112 byte(s) in 1 object(s) allocated from:
    #0 0x7f26c1c285a1 in __interceptor_calloc /build/gcc/src/gcc/libsanitizer/asan/asan_malloc_linux.cc:95
    #1 0x7f26c1919be9 in agopen (/usr/lib/libcgraph.so.6+0x7be9)

Indirect leak of 112 byte(s) in 2 object(s) allocated from:
    #0 0x7f26c1c28801 in __interceptor_realloc /build/gcc/src/gcc/libsanitizer/asan/asan_malloc_linux.cc:105
    #1 0x7f26c191bc95  (/usr/lib/libcgraph.so.6+0x9c95)

SUMMARY: AddressSanitizer: 152785 byte(s) leaked in 2387 allocation(s).
```

with only the following code
```c
GVC_t *gvc;
gvc = gvContext();
gvFreeContext(gvc);
```

- os : Linux manjaro-i3 4.19.45-1-MANJARO May 22 17:16:41 UTC 2019 x86_64 GNU/Linux
- graphviz version: 2.40.1-15 

Did I do something wrong ?
... or does this library really leak?

Thank you in advance for your answer."
2204,"4.0.0","{windows/include/unistd/unistd.h}","{windows/include/unistd.h,lib/ast/compat_unistd.h}","MSVC reports the compilation warning:

```
  utils.c
C:\GitLab-Runner\builds\graphviz\graphviz\lib\common\utils.c(361,13): warning C4013: 'access' undefined; assuming extern returning int [C:\GitLab-Runner\builds\graphviz\graphviz\build\lib\common\common_obj.vcxproj]
```

Backtracking what is going on here, it seems most uses of unistd.h functions in the code base have something like the following stanza:

```c
#ifdef HAVE_UNISTD_H
#include <unistd.h>
#else
#include <ast/compat_unistd.h>
#endif
```

This is not present in lib/common code because lib/common does not depend on lib/ast. Instead it just does nothing (yolo) if `HAVE_UNISTD_H` prevents the inclusion of unistd.h.

So two relevant things to note:
1. unistd.h “shimming” like this is still an ongoing concern, AFAIK. Windows remains a hold out, that refuses to ship unistd.h.
2. lib/ast, (that I've heard variously referred to as “Abstract Software Toolkit” or “Advanced Software Technology” or “AT&T Software Technology”) is not the base of the dependency tree.

Should we move the unistd.h abstraction to cgraph or somewhere else? Should we try to purge platform-specific usage of such functions? Should we just shim unistd.h in windows/include/config.h that's hard coded anyway?"
1477,"8.0.1","{}","{lib/cgraph/cmpnd.c}","Sometimes it might be convenient to just add graphviz as a subdirectory and manually build it in your cmakelists, however, it looks like currently it's prevented by the use of `CMAKE_SOURCE_DIR` in a few places (which would link to the topmost CMakeLists.txt), when it should've been `CMAKE_CURRENT_SOURCE_DIR` (so relative paths would be correct). Maybe there are other issues, I haven't investigated further."
1713,"7.0.4","{lib/edgepaint/lab_gamut.c,lib/edgepaint/lab_gamut.h}","{lib/edgepaint/lab_gamut.c,lib/edgepaint/lab_gamut.h}","This was announced recently:

https://about.gitlab.com/blog/2020/01/21/windows-shared-runner-beta/

AppVeyor is pretty slow, limiting free plans to one parallel job running at once - in practice this means it can take over half an hour for builds and tests to run on Windows.

But GitLab CI is free for Open Source projects like Graphviz, so we could run the jobs in parallel.

Today, the windows jobs don't run at pull-request time, only after merging (probably because they're so slow). It would be good to make them fast so they can run at pull-request time.

@magjac mentions at https://gitlab.com/graphviz/graphviz/-/merge_requests/1345#note_338086371: 

> It's a pity that we currently don't run the Windows builds in the test stage before deploy because then it doesn't get run for merge requests. @ellson Can we can change this? Or don't you want to delay the deploy with the long Windows builds?"
1748,"6.0.2","{lib/edgepaint/lab_gamut.c,lib/edgepaint/lab_gamut.h}","{lib/edgepaint/lab_gamut.c,lib/edgepaint/lab_gamut.h}","## Steps to reproduce

1. Download `Graphviz-install.exe` from e.g. [here](https://ci.appveyor.com/api/buildjobs/kw9k9h7lt74he1j4/artifacts/build%2FGraphviz-install.exe)
2. Run it
3. Repeat using another build version

## Expected Behaviour

IMHO, the default should be to install Graphviz without using the version and build date in the path or name, thus overwriting a previously installed version. Alternatively the version should be kept, but the build version (or patch version if it's an official release) dropped.

## Actual Behaviour

The new version is installed alongside previously installed versions if the defaults are accepted.

The reason being that the Windows CMake installer by default installs Graphviz under a path and name containing the version and build date.

```
dir ""C:\Program Files\Graphviz*""
...
 Directory of C:\Program Files

2020-06-23  10:29    <DIR>          Graphviz 2.45.20200615.0949
2020-06-22  21:33    <DIR>          Graphviz 2.45.20200621.0824
2020-06-23  10:03    <DIR>          Graphviz 2.45.20200622.0758
```

The start menu looks like this:

![image](/uploads/260a5c6f417b44ed3f9e62890d5374c2/image.png)

If `Add Graphviz to the system PATH for current user` is selected, the PATH will contain all previously installed versions.

## OS Version

Windows 10

## Graphviz Version

`dot - graphviz version 2.45.20200622.0758 (20200622.0758)`

## Additional info

I realize that this issue is somewhat opinionated. I'm open for arguments to keep it as it is."
1801,"2.46.1","{lib/ast/sfstr.h}","{lib/ast/sfstr.h}","Related to #1742 and as discussed on #1800, there are further uses of `setjmp` errors paths that access non-volatile local variables with the expectation that they are preserved across a call to `longjmp`. Unfortunately this property is not true.

Rather than trying to audit this and annotate every accessed variable with `volatile`, I propose we simply remove this exception-style control flow. I have not yet assessed how hard this is to do."
1748,"7.0.2","{lib/edgepaint/lab_gamut.c}","{lib/edgepaint/lab_gamut.c}","## Steps to reproduce

1. Download `Graphviz-install.exe` from e.g. [here](https://ci.appveyor.com/api/buildjobs/kw9k9h7lt74he1j4/artifacts/build%2FGraphviz-install.exe)
2. Run it
3. Repeat using another build version

## Expected Behaviour

IMHO, the default should be to install Graphviz without using the version and build date in the path or name, thus overwriting a previously installed version. Alternatively the version should be kept, but the build version (or patch version if it's an official release) dropped.

## Actual Behaviour

The new version is installed alongside previously installed versions if the defaults are accepted.

The reason being that the Windows CMake installer by default installs Graphviz under a path and name containing the version and build date.

```
dir ""C:\Program Files\Graphviz*""
...
 Directory of C:\Program Files

2020-06-23  10:29    <DIR>          Graphviz 2.45.20200615.0949
2020-06-22  21:33    <DIR>          Graphviz 2.45.20200621.0824
2020-06-23  10:03    <DIR>          Graphviz 2.45.20200622.0758
```

The start menu looks like this:

![image](/uploads/260a5c6f417b44ed3f9e62890d5374c2/image.png)

If `Add Graphviz to the system PATH for current user` is selected, the PATH will contain all previously installed versions.

## OS Version

Windows 10

## Graphviz Version

`dot - graphviz version 2.45.20200622.0758 (20200622.0758)`

## Additional info

I realize that this issue is somewhat opinionated. I'm open for arguments to keep it as it is."
1573,"8.0.2","{lib/edgepaint/lab_gamut.h}","{lib/edgepaint/lab_gamut.h}","Hi,

From what I can tell there is limited / no support for a 64bit build on windows.  I was able to modify the existing windows solutions to produce what I needed.  I failed to build the following projects (which I don't think are strictly necessary)

1. diffimg
2. gvplugin_gd
3. mingle
4. minglelib
5. smyrna

Here is my patch:

[win64.patch](/uploads/2c04aa23eceba9d94395c5235d1288f7/win64.patch)"
